Time[s],CH1[C],CH2[C],CH3[C],CH4[C],CH5[C],CH6[C],CH7[C],CH8[C]
4210,17.1,18.9,20.7,22.4,24.2,26,27.8,29.5
4220,17,18.9,20.7,22.4,24.3,26,27.8,29.5
4230,17.1,18.9,20.7,22.4,24.3,26,27.8,29.5
4240,17.1,18.9,20.7,22.4,24.3,26,27.8,29.5
4250,17.1,18.9,20.7,22.4,24.3,26,27.8,29.5
4260,17,18.8,20.7,22.4,24.2,26,27.8,29.5
4270,17.1,18.9,20.7,22.4,24.3,26,27.8,29.5
4280,17.1,18.9,20.7,22.4,24.3,26,27.8,29.5
4290,17.1,18.9,20.7,22.4,24.3,26,27.8,29.5
4300,17.1,18.9,20.7,22.4,24.3,26,27.8,29.5
4310,17.1,18.9,20.7,22.4,24.3,26,27.8,29.5
4320,17.1,18.9,20.7,22.4,24.3,26,27.8,29.5
4330,17.1,18.9,20.7,22.4,24.3,26,27.8,29.5
4340,17.1,18.9,20.7,22.4,24.3,26,27.8,29.5
4350,17.1,18.9,20.7,22.4,24.3,26,27.8,29.5
4360,17.1,18.9,20.7,22.4,24.3,26,27.8,29.5
4370,17.1,18.9,20.7,22.4,24.3,26,27.8,29.5
4380,17.1,18.9,20.7,22.4,24.3,26,27.8,29.5
4390,17.1,18.9,20.7,22.4,24.3,26,27.8,29.5
4400,17.1,18.9,20.7,22.4,24.3,26,27.8,29.5
4410,17.1,18.9,20.7,22.4,24.3,26,27.8,29.5
4420,17,18.9,20.7,22.4,24.3,26,27.8,29.5
4430,17.1,18.9,20.7,22.4,24.3,26,27.8,29.5
4440,17.1,18.9,20.7,22.4,24.3,26,27.8,29.5
4450,17.1,18.9,20.7,22.4,24.3,26,27.8,29.5
4460,17.1,18.9,20.7,22.4,24.3,26,27.8,29.5
4470,17.1,18.9,20.7,22.4,24.3,26,27.8,29.5
4480,17.1,18.9,20.7,22.4,24.3,26,27.8,29.5
4490,17.1,18.9,20.7,22.4,24.3,26,27.8,29.5
4500,17.1,18.9,20.7,22.4,24.3,26,27.8,29.5
4510,17.1,18.9,20.7,22.4,24.3,26,27.8,29.5
4520,17.1,18.9,20.7,22.4,24.3,26,27.8,29.5
4530,17.1,18.9,20.7,22.4,24.3,26,27.8,29.5
4540,17.1,18.9,20.7,22.4,24.3,26,27.8,29.5
4550,17.1,18.9,20.7,22.4,24.3,26,27.8,29.5
4560,17.1,18.9,20.7,22.4,24.3,26,27.8,29.5
4570,17.1,18.9,20.7,22.4,24.3,26,27.8,29.5
4580,17.1,18.9,20.7,22.4,24.3,26,27.8,29.5
4590,17.1,18.9,20.7,22.4,24.3,26,27.8,29.5
4600,17.1,18.9,20.7,22.4,24.3,26,27.8,29.5
4610,17.1,18.9,20.7,22.4,24.3,26,27.8,29.5
4620,17.1,18.9,20.7,22.4,24.3,26,27.8,29.5
4630,17.1,18.9,20.7,22.4,24.3,26,27.8,29.5
4640,17.1,18.9,20.7,22.4,24.3,26,27.8,29.5
4650,17.1,18.9,20.7,22.4,24.3,26,27.8,29.5
4660,17.1,18.9,20.7,22.4,24.3,26,27.8,29.5
4670,17.1,18.9,20.7,22.4,24.3,26,27.8,29.5
4680,17.1,18.9,20.7,22.4,24.3,26,27.8,29.5
4690,17.1,18.9,20.7,22.4,24.3,26,27.8,29.5
4700,17.1,18.9,20.7,22.4,24.3,26,27.8,29.5
4710,17.1,18.9,20.7,22.4,24.3,26,27.8,29.5
4720,17.1,18.9,20.7,22.4,24.3,26,27.8,29.5
4730,17.1,18.9,20.7,22.4,24.3,26,27.8,29.5
4740,17.1,18.9,20.7,22.4,24.3,26,27.8,29.5
4750,17.1,18.9,20.7,22.4,24.3,26,27.8,29.5
4760,17.1,18.9,20.7,22.4,24.3,26,27.8,29.5
4770,17.1,18.9,20.7,22.4,24.3,26,27.8,29.5
4780,17.1,18.9,20.7,22.4,24.3,26,27.8,29.5
4790,17.1,18.9,20.7,22.4,24.3,26,27.8,29.5
4800,17.1,18.9,20.7,22.4,24.3,26,27.8,29.5
4810,17.1,18.9,20.7,22.4,24.3,26,27.8,29.5
4820,17.1,18.9,20.7,22.4,24.3,26,27.8,29.5
4830,17.1,18.9,20.7,22.4,24.3,26,27.8,29.5
4840,17.1,18.9,20.7,22.4,24.3,26,27.8,29.5
4850,17.1,18.9,20.7,22.4,24.3,26,27.8,29.5
4860,17.1,18.9,20.7,22.4,24.3,26,27.8,29.5
4870,17.1,18.9,20.7,22.4,24.3,26,27.8,29.5
4880,17.1,18.9,20.7,22.4,24.3,26,27.8,29.5
4890,17.1,18.9,20.7,22.4,24.3,26,27.8,29.5
4900,17.1,18.9,20.7,22.4,24.3,26,27.8,29.5
4910,17.1,18.9,20.7,22.4,24.3,26,27.8,29.5
4920,17.1,18.9,20.7,22.4,24.3,26,27.8,29.5
4930,17.1,18.9,20.7,22.4,24.3,26,27.8,29.5
